name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.5Ag0000988,20,10,10,6,11,16,8,18,15,3,13
AVESA.00001b.r3.5Ag0000989,18,31,33,23,31,11,33,25,29,28,30
AVESA.00001b.r3.5Ag0000990,26,22,22,9,22,33,13,17,23,11,10
AVESA.00001b.r3.5Ag0000991,2,0,2,0,1,0,2,3,2,2,0
AVESA.00001b.r3.5Ag0000992,32,20,27,23,24,7,30,17,32,29,31
AVESA.00001b.r3.5Ag0000993,6,18,17,14,14,25,10,20,24,11,11
AVESA.00001b.r3.5Ag0000994,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0000995,25,26,30,19,34,9,31,32,31,22,18
AVESA.00001b.r3.5Ag0000996,3,6,11,0,4,0,5,6,4,8,5
AVESA.00001b.r3.5Ag0000997,0,0,1,1,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0000998,0,2,2,2,1,0,0,1,0,1,4
AVESA.00001b.r3.5Ag0000999,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001000,26,55,52,15,38,0,20,43,79,17,19
AVESA.00001b.r3.5Ag0001001,4,0,1,0,2,2,5,0,0,0,1
AVESA.00001b.r3.5Ag0001002,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001003,4,0,4,0,4,0,4,2,4,1,1
AVESA.00001b.r3.5Ag0001004,9,35,21,16,22,2,22,10,26,34,22
AVESA.00001b.r3.5Ag0001005,8,4,2,6,9,6,13,13,4,11,13
AVESA.00001b.r3.5Ag0001006,10,11,11,3,9,0,12,19,21,17,19
AVESA.00001b.r3.5Ag0001007,3,0,0,2,0,0,0,2,0,0,2
AVESA.00001b.r3.5Ag0001008,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001009,8,4,8,11,6,5,15,5,9,8,20
AVESA.00001b.r3.5Ag0001010,36,30,37,50,50,33,52,35,52,25,40
AVESA.00001b.r3.5Ag0001011,8,2,1,2,4,4,8,4,6,9,8
AVESA.00001b.r3.5Ag0001012,28,34,45,37,21,11,43,28,53,42,55
AVESA.00001b.r3.5Ag0001013,22,14,27,27,29,24,16,17,37,15,29
AVESA.00001b.r3.5Ag0001014,0,6,2,3,2,4,5,5,6,3,5
AVESA.00001b.r3.5Ag0001015,45,80,112,47,77,5,62,42,111,74,113
AVESA.00001b.r3.5Ag0001016,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001017,36,43,47,23,44,24,29,18,41,25,51
AVESA.00001b.r3.5Ag0001018,18,17,22,12,24,8,21,20,21,13,19
AVESA.00001b.r3.5Ag0001019,12,14,31,16,11,1,20,18,21,12,24
AVESA.00001b.r3.5Ag0001020,36,39,43,33,36,9,42,30,46,34,33
AVESA.00001b.r3.5Ag0001021,3,8,4,7,6,4,6,8,5,4,4
AVESA.00001b.r3.5Ag0001022,5,0,2,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001023,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001024,0,0,0,0,0,0,2,6,4,0,0
AVESA.00001b.r3.5Ag0001025,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001026,4,2,6,0,4,0,4,5,4,4,7
AVESA.00001b.r3.5Ag0001027,2,4,6,3,2,2,12,7,2,8,9
AVESA.00001b.r3.5Ag0001028,0,0,2,0,2,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001029,9,8,9,7,10,1,8,9,12,4,0
AVESA.00001b.r3.5Ag0001030,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001031,24,22,39,25,15,44,25,42,33,18,36
AVESA.00001b.r3.5Ag0001032,8,4,0,0,2,0,0,3,4,3,0
AVESA.00001b.r3.5Ag0001033,5,1,11,11,17,2,6,8,12,24,5
AVESA.00001b.r3.5Ag0001034,14,24,16,17,24,10,14,14,27,14,17
AVESA.00001b.r3.5Ag0001035,0,6,10,8,2,2,0,1,2,2,2
AVESA.00001b.r3.5Ag0001036,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001037,0,2,4,0,4,0,0,0,2,0,3
AVESA.00001b.r3.5Ag0001038,0,0,0,0,4,0,2,0,0,1,2
AVESA.00001b.r3.5Ag0001039,3,0,2,4,2,0,2,0,6,8,6
AVESA.00001b.r3.5Ag0001040,20,9,18,28,25,18,16,18,26,16,19
AVESA.00001b.r3.5Ag0001041,62,78,89,40,106,34,80,85,93,99,92
AVESA.00001b.r3.5Ag0001042,2,0,0,0,0,2,0,0,0,0,1
AVESA.00001b.r3.5Ag0001043,0,2,0,6,6,0,7,8,4,2,0
AVESA.00001b.r3.5Ag0001044,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001045,309,24,291,288,139,94,746,1382,228,227,222
AVESA.00001b.r3.5Ag0001046,2,0,2,0,2,0,0,0,2,0,4
AVESA.00001b.r3.5Ag0001047,18,6,20,44,33,13,69,52,24,23,28
AVESA.00001b.r3.5Ag0001048,6,0,0,0,0,0,2,2,3,1,0
AVESA.00001b.r3.5Ag0001049,3,12,14,2,7,0,5,3,18,11,29
AVESA.00001b.r3.5Ag0001050,74,92,98,45,58,14,28,53,107,32,68
AVESA.00001b.r3.5Ag0001051,0,0,0,0,4,0,2,2,0,2,2
AVESA.00001b.r3.5Ag0001052,0,2,8,2,0,0,8,14,6,2,0
AVESA.00001b.r3.5Ag0001053,5,3,2,3,3,0,6,10,16,0,4
AVESA.00001b.r3.5Ag0001054,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001055,14,16,28,17,31,21,12,19,18,25,28
AVESA.00001b.r3.5Ag0001056,4,2,0,0,2,0,4,0,0,0,0
AVESA.00001b.r3.5Ag0001057,2,4,2,2,2,0,2,0,0,0,2
AVESA.00001b.r3.5Ag0001058,3,8,17,16,24,12,23,10,28,14,26
AVESA.00001b.r3.5Ag0001059,26,37,40,28,14,6,47,30,25,33,34
AVESA.00001b.r3.5Ag0001060,10,10,9,6,4,4,8,6,12,8,2
AVESA.00001b.r3.5Ag0001061,4,0,0,2,2,2,4,1,0,1,2
AVESA.00001b.r3.5Ag0001062,4,4,6,4,4,6,4,8,10,0,16
AVESA.00001b.r3.5Ag0001063,10,6,6,11,6,2,17,18,15,7,7
AVESA.00001b.r3.5Ag0001064,2,0,2,1,0,0,2,6,2,0,3
AVESA.00001b.r3.5Ag0001065,5,2,2,3,2,2,4,1,6,0,2
AVESA.00001b.r3.5Ag0001066,14,17,14,15,15,6,29,22,18,11,17
AVESA.00001b.r3.5Ag0001067,4,6,7,9,10,2,9,11,11,6,10
AVESA.00001b.r3.5Ag0001068,3,5,5,10,0,7,2,11,9,4,3
AVESA.00001b.r3.5Ag0001069,7,17,18,12,2,0,2,6,13,3,7
AVESA.00001b.r3.5Ag0001070,4,4,0,4,0,2,3,0,0,2,2
AVESA.00001b.r3.5Ag0001071,10,12,13,12,12,0,11,11,24,10,32
AVESA.00001b.r3.5Ag0001072,5,7,16,12,0,4,4,8,13,5,3
AVESA.00001b.r3.5Ag0001073,18,28,20,18,31,4,12,16,20,30,38
AVESA.00001b.r3.5Ag0001074,4,11,11,3,14,8,4,9,11,3,7
AVESA.00001b.r3.5Ag0001075,2,4,0,2,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001076,71,0,14,0,0,12,0,0,31,0,54
AVESA.00001b.r3.5Ag0001077,15,10,26,38,11,2,19,10,24,13,34
AVESA.00001b.r3.5Ag0001078,299,388,595,1536,400,118,277,331,418,117,330
AVESA.00001b.r3.5Ag0001079,10,7,8,4,8,3,5,17,21,3,13
AVESA.00001b.r3.5Ag0001080,20,15,28,13,25,5,27,25,34,24,43
AVESA.00001b.r3.5Ag0001081,110,90,150,125,88,115,146,176,151,123,121
AVESA.00001b.r3.5Ag0001082,0,2,2,3,2,0,2,2,0,1,0
AVESA.00001b.r3.5Ag0001083,4,28,18,17,10,2,11,8,17,4,7
AVESA.00001b.r3.5Ag0001084,10,1,25,13,8,5,6,12,20,7,21
AVESA.00001b.r3.5Ag0001085,0,2,3,0,0,0,2,0,2,2,2
AVESA.00001b.r3.5Ag0001086,2,6,0,4,7,4,0,0,6,4,2
AVESA.00001b.r3.5Ag0001087,4,3,4,2,4,0,4,0,4,0,2
AVESA.00001b.r3.5Ag0001088,32,36,35,40,33,0,42,34,43,44,49
AVESA.00001b.r3.5Ag0001089,12,8,9,5,18,8,8,5,15,9,10
AVESA.00001b.r3.5Ag0001090,0,0,6,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001091,0,4,0,0,4,2,0,2,2,0,4
AVESA.00001b.r3.5Ag0001092,23,15,37,4,15,6,21,30,34,22,24
AVESA.00001b.r3.5Ag0001093,132,165,123,95,117,124,137,154,170,144,152
AVESA.00001b.r3.5Ag0001094,0,6,2,0,2,0,0,1,2,1,4
AVESA.00001b.r3.5Ag0001095,0,0,0,0,0,0,2,0,2,2,0
AVESA.00001b.r3.5Ag0001096,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001097,8,8,30,29,14,3,19,18,13,22,28
AVESA.00001b.r3.5Ag0001098,0,0,0,0,0,0,0,3,2,1,0
AVESA.00001b.r3.5Ag0001099,2,2,12,9,5,0,4,7,10,10,11
AVESA.00001b.r3.5Ag0001100,6,2,0,0,5,0,4,1,2,2,3
AVESA.00001b.r3.5Ag0001101,19,0,41,48,27,19,33,55,59,10,23
AVESA.00001b.r3.5Ag0001102,20,4,6,12,7,0,0,10,3,3,11
AVESA.00001b.r3.5Ag0001103,3,0,4,4,4,2,2,11,3,0,0
AVESA.00001b.r3.5Ag0001104,0,0,0,0,0,0,0,1,2,0,1
AVESA.00001b.r3.5Ag0001105,11,7,11,7,5,7,7,14,10,1,7
AVESA.00001b.r3.5Ag0001106,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001107,24,45,31,24,42,19,45,22,29,25,21
AVESA.00001b.r3.5Ag0001108,11,22,14,26,6,0,21,19,33,23,20
AVESA.00001b.r3.5Ag0001109,467,82,323,192,119,16,365,780,300,198,253
AVESA.00001b.r3.5Ag0001110,22,27,29,24,36,7,31,26,23,27,39
AVESA.00001b.r3.5Ag0001111,51,61,43,61,37,13,38,46,80,31,66
AVESA.00001b.r3.5Ag0001112,4,6,6,4,8,0,12,2,6,0,5
AVESA.00001b.r3.5Ag0001113,30,32,27,32,16,4,23,33,22,16,41
AVESA.00001b.r3.5Ag0001114,0,0,3,0,0,2,8,0,1,0,0
AVESA.00001b.r3.5Ag0001115,0,0,0,0,0,2,0,0,0,0,0
AVESA.00001b.r3.5Ag0001116,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001117,4,5,9,8,11,4,12,4,6,6,7
AVESA.00001b.r3.5Ag0001118,0,0,0,0,0,0,1,1,1,0,0
AVESA.00001b.r3.5Ag0001119,12,19,11,5,3,0,9,2,20,7,12
AVESA.00001b.r3.5Ag0001120,68,88,122,75,72,38,80,99,154,73,117
AVESA.00001b.r3.5Ag0001121,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001122,101,137,160,190,100,53,145,213,229,130,216
AVESA.00001b.r3.5Ag0001123,2,0,0,2,0,0,0,1,1,0,2
AVESA.00001b.r3.5Ag0001124,7,17,15,6,12,16,16,8,5,13,12
AVESA.00001b.r3.5Ag0001125,4,6,2,0,2,0,2,0,0,0,4
AVESA.00001b.r3.5Ag0001126,7,3,0,2,1,2,4,3,3,4,0
AVESA.00001b.r3.5Ag0001127,21,38,28,31,20,23,40,25,32,27,32
AVESA.00001b.r3.5Ag0001128,19,6,3,11,15,5,15,8,9,4,14
AVESA.00001b.r3.5Ag0001129,4,2,6,4,0,4,0,2,0,0,0
AVESA.00001b.r3.5Ag0001130,4,2,1,3,11,2,6,1,1,2,2
AVESA.00001b.r3.5Ag0001131,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001132,0,0,0,2,0,0,1,2,1,0,0
AVESA.00001b.r3.5Ag0001133,2,0,1,0,1,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001134,16,10,15,15,9,5,17,5,13,16,14
AVESA.00001b.r3.5Ag0001135,2,2,4,2,0,2,8,0,2,0,0
AVESA.00001b.r3.5Ag0001136,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001137,4,2,2,0,2,0,4,5,0,4,8
AVESA.00001b.r3.5Ag0001138,12,34,13,13,16,0,20,13,44,7,19
AVESA.00001b.r3.5Ag0001139,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001140,0,2,0,0,0,0,6,2,0,1,0
AVESA.00001b.r3.5Ag0001141,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001142,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001143,0,0,0,0,0,0,0,4,4,0,0
AVESA.00001b.r3.5Ag0001144,48,32,52,54,35,13,52,60,71,33,63
AVESA.00001b.r3.5Ag0001145,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001146,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001147,4,0,0,2,8,0,2,1,4,1,12
AVESA.00001b.r3.5Ag0001148,106,87,126,47,81,42,54,47,170,51,164
AVESA.00001b.r3.5Ag0001149,2,0,0,0,1,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001150,4,13,12,2,14,2,4,3,7,4,14
AVESA.00001b.r3.5Ag0001151,4,0,0,2,2,0,2,2,2,2,6
AVESA.00001b.r3.5Ag0001152,27,26,43,34,27,2,16,21,21,26,36
AVESA.00001b.r3.5Ag0001153,0,2,2,0,0,2,2,3,0,5,1
AVESA.00001b.r3.5Ag0001154,52,66,95,58,72,31,73,84,133,63,112
AVESA.00001b.r3.5Ag0001155,13,6,5,3,7,1,10,7,4,6,6
AVESA.00001b.r3.5Ag0001156,12,15,13,20,37,20,20,26,22,14,26
AVESA.00001b.r3.5Ag0001157,4,2,2,2,0,0,0,2,4,1,2
AVESA.00001b.r3.5Ag0001158,2,8,12,1,0,0,2,8,7,4,18
AVESA.00001b.r3.5Ag0001159,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001160,2,1,0,0,0,0,2,1,1,2,1
AVESA.00001b.r3.5Ag0001161,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0001162,260,196,232,192,190,176,151,152,300,131,215
AVESA.00001b.r3.5Ag0001163,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001164,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001165,0,3,0,2,0,0,1,1,0,0,8
AVESA.00001b.r3.5Ag0001166,0,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.5Ag0001167,4,3,17,7,2,4,28,4,10,5,5
AVESA.00001b.r3.5Ag0001168,14,13,17,15,24,2,22,34,19,12,24
AVESA.00001b.r3.5Ag0001169,16,25,29,12,24,0,23,23,22,29,31
AVESA.00001b.r3.5Ag0001170,0,0,0,2,2,2,0,0,0,0,0
AVESA.00001b.r3.5Ag0001171,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001172,31,33,37,38,30,18,38,55,39,32,36
AVESA.00001b.r3.5Ag0001173,8,10,8,6,14,0,3,5,12,9,14
AVESA.00001b.r3.5Ag0001174,0,0,0,0,0,0,0,0,1,1,0
AVESA.00001b.r3.5Ag0001175,15,0,10,6,9,12,13,13,16,1,2
AVESA.00001b.r3.5Ag0001176,70,62,63,41,72,26,58,55,96,59,110
AVESA.00001b.r3.5Ag0001177,4,8,10,8,10,8,10,8,27,8,10
AVESA.00001b.r3.5Ag0001178,1,12,5,3,3,2,2,4,8,5,7
AVESA.00001b.r3.5Ag0001179,8,16,10,12,10,13,18,17,17,21,30
AVESA.00001b.r3.5Ag0001180,7,24,21,4,7,2,11,7,12,9,18
AVESA.00001b.r3.5Ag0001181,39,32,48,41,52,10,38,61,42,27,54
AVESA.00001b.r3.5Ag0001182,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001183,23,19,53,29,25,11,16,22,33,22,36
AVESA.00001b.r3.5Ag0001184,30,26,43,22,29,9,55,44,76,45,70
AVESA.00001b.r3.5Ag0001185,14,0,10,12,4,8,7,13,15,5,4
AVESA.00001b.r3.5Ag0001186,0,0,0,0,0,2,0,1,0,0,0
AVESA.00001b.r3.5Ag0001187,0,0,0,2,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001188,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001189,0,0,0,0,2,0,0,0,0,0,2
AVESA.00001b.r3.5Ag0001190,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001191,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001192,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001193,30,4,10,1,4,18,4,0,4,0,2
AVESA.00001b.r3.5Ag0001194,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001195,9,4,2,4,5,0,0,2,6,6,9
AVESA.00001b.r3.5Ag0001196,0,0,0,0,0,2,0,0,0,0,0
AVESA.00001b.r3.5Ag0001197,8,13,9,0,5,0,2,15,9,13,6
AVESA.00001b.r3.5Ag0001198,32,28,44,14,39,4,25,53,32,22,68
AVESA.00001b.r3.5Ag0001199,0,1,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001200,36,30,40,44,45,75,32,22,26,20,34
AVESA.00001b.r3.5Ag0001201,155,151,146,154,144,136,140,160,129,125,152
AVESA.00001b.r3.5Ag0001202,17,20,39,18,27,7,30,15,36,9,35
AVESA.00001b.r3.5Ag0001203,8,2,12,2,8,2,4,0,2,0,7
AVESA.00001b.r3.5Ag0001204,48,57,46,48,33,9,56,42,41,36,38
AVESA.00001b.r3.5Ag0001205,27,18,27,55,18,12,47,36,42,30,37
AVESA.00001b.r3.5Ag0001206,37,32,28,17,42,2,32,20,30,35,43
AVESA.00001b.r3.5Ag0001207,3,4,1,0,0,0,1,0,2,0,1
AVESA.00001b.r3.5Ag0001208,0,0,0,0,1,0,0,0,1,0,0
AVESA.00001b.r3.5Ag0001209,23,17,7,6,9,15,12,18,12,6,14
AVESA.00001b.r3.5Ag0001210,4,5,2,6,2,2,4,4,4,2,0
AVESA.00001b.r3.5Ag0001211,9,2,8,2,3,0,4,1,1,4,8
AVESA.00001b.r3.5Ag0001212,16,4,6,3,2,31,8,11,12,8,3
AVESA.00001b.r3.5Ag0001213,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001214,2,2,2,0,0,0,6,2,2,1,0
AVESA.00001b.r3.5Ag0001215,8,9,6,7,8,10,4,12,10,11,5
AVESA.00001b.r3.5Ag0001216,252,298,321,237,268,99,262,294,245,219,385
AVESA.00001b.r3.5Ag0001217,2,4,5,2,2,0,0,3,0,0,1
AVESA.00001b.r3.5Ag0001218,2,3,6,8,10,0,7,12,9,5,12
AVESA.00001b.r3.5Ag0001219,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001220,44,47,85,53,23,0,32,33,74,37,122
AVESA.00001b.r3.5Ag0001221,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001222,0,0,2,2,2,0,0,3,4,0,0
AVESA.00001b.r3.5Ag0001223,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0001224,0,8,2,4,4,4,0,0,4,1,6
AVESA.00001b.r3.5Ag0001225,10,12,8,10,18,4,8,6,16,8,12
AVESA.00001b.r3.5Ag0001226,22,37,38,22,24,19,28,30,33,31,44
AVESA.00001b.r3.5Ag0001227,5,5,6,4,1,0,2,1,3,2,3
AVESA.00001b.r3.5Ag0001228,69,70,84,82,43,42,48,45,105,47,70
AVESA.00001b.r3.5Ag0001229,50,27,56,26,33,13,19,31,45,30,42
AVESA.00001b.r3.5Ag0001230,8,9,16,10,1,0,20,9,14,16,14
AVESA.00001b.r3.5Ag0001231,260,169,184,226,183,908,256,251,225,200,208
AVESA.00001b.r3.5Ag0001232,12,3,10,4,5,4,0,7,4,1,6
AVESA.00001b.r3.5Ag0001233,11,13,16,8,11,11,12,16,24,10,10
AVESA.00001b.r3.5Ag0001234,0,0,2,0,0,0,2,0,2,1,4
AVESA.00001b.r3.5Ag0001235,36,10,36,22,17,18,26,28,56,17,27
AVESA.00001b.r3.5Ag0001236,1,0,8,3,4,0,6,3,11,5,8
AVESA.00001b.r3.5Ag0001237,2,1,1,0,0,0,2,4,0,0,4
AVESA.00001b.r3.5Ag0001238,21,35,35,34,26,27,40,29,28,37,40
AVESA.00001b.r3.5Ag0001239,22,20,22,23,16,16,12,7,30,8,14
AVESA.00001b.r3.5Ag0001240,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001241,0,0,0,0,0,1,0,0,0,0,0
AVESA.00001b.r3.5Ag0001242,10,1,10,7,4,2,18,3,5,2,7
AVESA.00001b.r3.5Ag0001243,4,0,2,3,0,0,0,3,1,3,3
AVESA.00001b.r3.5Ag0001244,20,31,49,29,42,13,36,37,53,45,53
AVESA.00001b.r3.5Ag0001245,18,0,8,6,2,9,8,8,8,0,8
AVESA.00001b.r3.5Ag0001246,6,2,14,10,6,0,10,5,8,3,14
AVESA.00001b.r3.5Ag0001247,2,6,4,0,0,0,0,1,4,0,4
AVESA.00001b.r3.5Ag0001248,2,0,1,2,0,0,0,4,0,0,6
AVESA.00001b.r3.5Ag0001249,12,12,33,14,40,14,23,40,26,25,44
AVESA.00001b.r3.5Ag0001250,25,11,21,13,8,1,20,14,24,11,28
AVESA.00001b.r3.5Ag0001251,57,50,59,40,40,20,41,35,62,37,71
AVESA.00001b.r3.5Ag0001252,1,6,5,0,2,0,2,1,0,10,4
AVESA.00001b.r3.5Ag0001253,251,376,216,120,412,127,456,311,274,532,372
AVESA.00001b.r3.5Ag0001254,0,0,2,0,0,0,2,0,0,0,0
AVESA.00001b.r3.5Ag0001255,0,4,0,0,0,0,2,0,2,1,0
AVESA.00001b.r3.5Ag0001256,0,2,2,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001257,0,4,0,2,0,0,0,1,4,0,0
AVESA.00001b.r3.5Ag0001258,4,2,2,2,2,0,0,4,9,2,8
AVESA.00001b.r3.5Ag0001259,38,46,50,24,25,8,44,41,37,31,45
AVESA.00001b.r3.5Ag0001260,0,0,0,0,1,0,0,0,2,1,0
AVESA.00001b.r3.5Ag0001261,1,4,0,2,5,2,0,1,0,6,2
AVESA.00001b.r3.5Ag0001262,30,38,55,32,29,22,41,53,70,29,77
AVESA.00001b.r3.5Ag0001263,130,76,88,60,93,32,154,128,105,95,89
AVESA.00001b.r3.5Ag0001264,41,31,37,54,24,10,33,22,47,34,59
AVESA.00001b.r3.5Ag0001265,6,0,13,8,4,0,3,8,7,3,4
AVESA.00001b.r3.5Ag0001266,21,18,21,30,29,21,49,56,42,47,42
AVESA.00001b.r3.5Ag0001267,35,52,61,90,44,6,60,39,49,39,71
AVESA.00001b.r3.5Ag0001268,2,3,0,0,0,4,8,1,4,2,6
AVESA.00001b.r3.5Ag0001269,0,2,4,0,6,0,2,3,1,1,0
AVESA.00001b.r3.5Ag0001270,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001271,0,1,2,0,0,0,0,1,0,2,2
AVESA.00001b.r3.5Ag0001272,0,0,0,0,0,0,4,0,0,3,2
AVESA.00001b.r3.5Ag0001273,7,15,3,12,10,2,11,21,16,14,11
AVESA.00001b.r3.5Ag0001274,0,0,0,0,0,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0001275,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001276,12,2,4,2,1,8,5,9,9,4,5
AVESA.00001b.r3.5Ag0001277,0,3,4,0,7,0,0,2,3,2,5
AVESA.00001b.r3.5Ag0001278,0,0,0,1,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0001279,37,53,58,40,49,28,54,40,71,47,100
AVESA.00001b.r3.5Ag0001280,69,147,162,133,140,25,120,149,203,165,174
AVESA.00001b.r3.5Ag0001281,36,66,61,38,28,4,42,53,75,41,55
AVESA.00001b.r3.5Ag0001282,6,10,24,19,4,2,24,42,35,20,6
AVESA.00001b.r3.5Ag0001283,8,7,10,4,8,2,2,8,12,3,20
AVESA.00001b.r3.5Ag0001284,4,0,6,4,6,0,4,5,4,6,1
AVESA.00001b.r3.5Ag0001285,6,4,7,0,12,2,4,9,15,9,8
AVESA.00001b.r3.5Ag0001286,85,99,114,70,95,57,81,154,122,103,138
AVESA.00001b.r3.5Ag0001287,52,92,90,41,98,49,46,63,56,71,87
AVESA.00001b.r3.5Ag0001288,3,6,0,0,2,0,2,5,2,4,5
AVESA.00001b.r3.5Ag0001289,0,0,0,0,0,0,0,0,1,0,0
AVESA.00001b.r3.5Ag0001290,1,2,0,1,2,1,1,3,3,0,3
AVESA.00001b.r3.5Ag0001291,0,0,0,2,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0001292,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001293,3,22,9,13,11,2,6,8,19,9,8
AVESA.00001b.r3.5Ag0001294,45,9,28,19,18,29,22,27,40,11,30
AVESA.00001b.r3.5Ag0001295,3,21,13,9,12,0,5,2,11,7,13
AVESA.00001b.r3.5Ag0001296,122,14,53,67,29,146,67,146,73,24,66
AVESA.00001b.r3.5Ag0001297,8,14,10,11,8,6,4,9,6,6,6
AVESA.00001b.r3.5Ag0001298,2,3,0,2,0,2,5,10,4,3,6
AVESA.00001b.r3.5Ag0001299,3,6,4,0,2,14,9,6,11,3,3
AVESA.00001b.r3.5Ag0001300,0,1,0,0,1,0,0,0,1,0,0
AVESA.00001b.r3.5Ag0001301,4,8,7,5,11,4,11,8,4,16,9
AVESA.00001b.r3.5Ag0001302,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0001303,33,32,26,17,19,6,16,22,29,21,43
AVESA.00001b.r3.5Ag0001304,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001305,14,20,16,14,13,0,16,26,30,16,18
AVESA.00001b.r3.5Ag0001306,128,190,243,185,171,47,237,288,220,211,235
AVESA.00001b.r3.5Ag0001307,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001308,20,16,14,10,24,1,14,33,23,16,23
AVESA.00001b.r3.5Ag0001309,73,28,55,73,54,131,86,69,61,53,42
AVESA.00001b.r3.5Ag0001310,171,66,157,97,98,172,119,176,148,106,105
AVESA.00001b.r3.5Ag0001311,2,5,0,4,2,0,0,0,0,3,2
AVESA.00001b.r3.5Ag0001312,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001313,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001314,33,37,25,26,21,19,44,12,42,37,23
AVESA.00001b.r3.5Ag0001315,115,90,115,75,87,71,81,76,133,63,108
AVESA.00001b.r3.5Ag0001316,0,0,0,1,0,2,0,1,0,1,2
AVESA.00001b.r3.5Ag0001317,0,0,0,0,0,0,0,0,0,1,0
